protein_id	protein_name	copy_number	cluster_id
GDKOHJ_10755	glycoside-pentoside-hexuronide family transporter	1	GDKOHJ_10755
GDKOHJ_10745	DUF4102 domain-containing protein	1	GDKOHJ_10745
GDKOHJ_10740	Helicase	1	GDKOHJ_10740
GDKOHJ_10735	Immunity protein 30 domain-containing protein	1	GDKOHJ_10735
GDKOHJ_10730	Polarity suppression protein	1	GDKOHJ_10730
GDKOHJ_10725	Transactivation protein	1	GDKOHJ_10725
GDKOHJ_24920	respiratory nitrate reductase subunit gamma	1	GDKOHJ_24920
GDKOHJ_10715	Uncharacterized protein ORF88	1	GDKOHJ_10715
GDKOHJ_10695	Phage repressor protein	1	GDKOHJ_10695
GDKOHJ_10690	Derepression protein	1	GDKOHJ_10690
GDKOHJ_10685	P4 prophage-derived uncharacterized protein t2654	1	GDKOHJ_10685
GDKOHJ_10680	P4 prophage-derived uncharacterized protein t2655	1	GDKOHJ_10680
GDKOHJ_10675	Putative P4-specific DNA primase	1	GDKOHJ_10675
GDKOHJ_10670	Putative cytoplasmic protein	1	GDKOHJ_10670
GDKOHJ_10665	Aec80	1	GDKOHJ_10665
GDKOHJ_10660	Pas-pac-pac sensing his kinase	1	GDKOHJ_10660
GDKOHJ_10655	carboxylate/amino acid/amine transporter	1	GDKOHJ_10655
GDKOHJ_24890	patatin-like phospholipase RssA	1	GDKOHJ_24890
GDKOHJ_24895	YchJ family protein	1	GDKOHJ_24895
GDKOHJ_24900	formyltetrahydrofolate deformylase	1	GDKOHJ_24900
GDKOHJ_24915	IS4 family transposase	1	GDKOHJ_24915
GDKOHJ_10720	Glycoprotein 3	1	GDKOHJ_10720
GDKOHJ_17100	alpha2-macroglobulin	1	GDKOHJ_17100
GDKOHJ_17095	3-mercaptopyruvate sulfurtransferase	1	GDKOHJ_17095
GDKOHJ_17085	enhanced serine sensitivity protein SseB	1	GDKOHJ_17085
GDKOHJ_17080	aminopeptidase PepB	1	GDKOHJ_17080
GDKOHJ_17075	Fe-S cluster assembly protein IscX	1	GDKOHJ_17075
GDKOHJ_17070	ISC system 2Fe-2S type ferredoxin	1	GDKOHJ_17070
GDKOHJ_17065	Fe-S protein assembly chaperone HscA	1	GDKOHJ_17065
GDKOHJ_17060	co-chaperone HscB	1	GDKOHJ_17060
GDKOHJ_25500	spermidine/putrescine ABC transporter permease PotB	1	GDKOHJ_25500
GDKOHJ_17050	Iron-sulfur cluster assembly scaffold protein IscU	1	GDKOHJ_17050
GDKOHJ_17045	cysteine desulfurase	1	GDKOHJ_17045
GDKOHJ_17040	Fe-S cluster assembly transcriptional regulator IscR	1	GDKOHJ_17040
GDKOHJ_17035	tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ	1	GDKOHJ_17035
GDKOHJ_17030	inositol-1-monophosphatase	1	GDKOHJ_17030
GDKOHJ_17025	Uncharacterized protein YfhR	1	GDKOHJ_17025
GDKOHJ_17020	stationary phase inducible protein CsiE	1	GDKOHJ_17020
GDKOHJ_17015	3-phenylpropionate MFS transporter	1	GDKOHJ_17015
GDKOHJ_17010	Uncharacterized membrane protein YphA, DoxX/SURF4 family	1	GDKOHJ_17010
GDKOHJ_17055	iron-sulfur cluster assembly protein IscA	1	GDKOHJ_17055
GDKOHJ_13470	Uncharacterized N-acetyltransferase YhbS	1	GDKOHJ_13470
GDKOHJ_13465	Ubiquinone biosynthesis accessory factor UbiT	1	GDKOHJ_13465
GDKOHJ_17190	Uncharacterized protein YfgI	1	GDKOHJ_17190
GDKOHJ_17185	glutamine-hydrolyzing GMP synthase	1	GDKOHJ_17185
GDKOHJ_17180	IMP dehydrogenase	1	GDKOHJ_17180
GDKOHJ_17175	exodeoxyribonuclease VII large subunit	1	GDKOHJ_17175
GDKOHJ_17170	RatA-like protein	1	GDKOHJ_17170
GDKOHJ_17165	Outer membrane protein	1	GDKOHJ_17165
GDKOHJ_17105	peptidoglycan glycosyltransferase PbpC	1	GDKOHJ_17105
GDKOHJ_17155	Zinc ribbon domain-containing protein	1	GDKOHJ_17155
GDKOHJ_17150	ribosome biogenesis GTPase Der	1	GDKOHJ_17150
GDKOHJ_17145	outer membrane protein assembly factor BamB	1	GDKOHJ_17145
GDKOHJ_17140	ancillary SecYEG translocon subunit YfgM	1	GDKOHJ_17140
GDKOHJ_17135	histidine--tRNA ligase	1	GDKOHJ_17135
GDKOHJ_17125	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	1	GDKOHJ_17125
GDKOHJ_17120	cytoskeleton protein RodZ	1	GDKOHJ_17120
GDKOHJ_17115	bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN	1	GDKOHJ_17115
GDKOHJ_17110	nucleoside-diphosphate kinase	1	GDKOHJ_17110
GDKOHJ_17160	intimin-like inverse autotransporter SinH	1	GDKOHJ_17160
GDKOHJ_16890	Holo-[acyl-carrier-protein] synthase	1	GDKOHJ_16890
GDKOHJ_16885	pyridoxine 5'-phosphate synthase	1	GDKOHJ_16885
GDKOHJ_16880	DNA repair protein RecO	1	GDKOHJ_16880
GDKOHJ_16875	GTPase Era	1	GDKOHJ_16875
GDKOHJ_16870	ribonuclease III	1	GDKOHJ_16870
GDKOHJ_16865	signal peptidase I	1	GDKOHJ_16865
GDKOHJ_16860	translation elongation factor 4	1	GDKOHJ_16860
GDKOHJ_16855	SoxR-reducing system protein RseC	1	GDKOHJ_16855
GDKOHJ_17005	Uncharacterized protein YphB	1	GDKOHJ_17005
GDKOHJ_16840	anti-sigma-E factor RseA	1	GDKOHJ_16840
GDKOHJ_16835	RNA polymerase sigma factor RpoE	1	GDKOHJ_16835
GDKOHJ_16830	L-aspartate oxidase	1	GDKOHJ_16830
GDKOHJ_16825	tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase TrmN	1	GDKOHJ_16825
GDKOHJ_16820	ATP-dependent RNA helicase SrmB	1	GDKOHJ_16820
GDKOHJ_16815	Uncharacterized HTH-type transcriptional regulator YfiE	1	GDKOHJ_16815
GDKOHJ_16810	cysteine/O-acetylserine transporter	1	GDKOHJ_16810
GDKOHJ_16805	autonomous glycyl radical cofactor GrcA	1	GDKOHJ_16805
GDKOHJ_16800	uracil-DNA glycosylase	1	GDKOHJ_16800
GDKOHJ_16845	sigma-E factor regulatory protein RseB	1	GDKOHJ_16845
GDKOHJ_17000	Uncharacterized zinc-type alcohol dehydrogenase-like protein YphC	1	GDKOHJ_17000
GDKOHJ_16995	putative ABC transporter permease protein YphD	1	GDKOHJ_16995
GDKOHJ_16990	heme ABC exporter ATP-binding protein CcmA	1	GDKOHJ_16990
GDKOHJ_16985	ABC transporter periplasmic-binding protein YphF	1	GDKOHJ_16985
GDKOHJ_16980	Uncharacterized protein YphG	1	GDKOHJ_16980
GDKOHJ_16975	Uncharacterized protein YphH	1	GDKOHJ_16975
GDKOHJ_16970	serine hydroxymethyltransferase	1	GDKOHJ_16970
GDKOHJ_16965	NO-inducible flavohemoprotein	1	GDKOHJ_16965
GDKOHJ_16900	Small toxic protein ShoB	1	GDKOHJ_16900
GDKOHJ_16955	two-component system response regulator QseF/GlrR	1	GDKOHJ_16955
GDKOHJ_16950	two-component system QseEF-associated lipoprotein QseG	1	GDKOHJ_16950
GDKOHJ_16945	two component system sensor histidine kinase QseE/GlrK	1	GDKOHJ_16945
GDKOHJ_16930	phosphoribosylformylglycinamidine synthase	1	GDKOHJ_16930
GDKOHJ_16925	membrane-bound lytic murein transglycosylase MltF	1	GDKOHJ_16925
GDKOHJ_16920	tRNA adenosine(34) deaminase TadA	1	GDKOHJ_16920
GDKOHJ_16915	phosphatidylglycerophosphatase C	1	GDKOHJ_16915
GDKOHJ_16910	MurR/RpiR family transcriptional regulator	1	GDKOHJ_16910
GDKOHJ_16905	4Fe-4S dicluster ferredoxin YfhL	1	GDKOHJ_16905
GDKOHJ_16960	nitrogen regulatory protein P-II	1	GDKOHJ_16960
GDKOHJ_13765	Protein YqjC	1	GDKOHJ_13765
GDKOHJ_13760	Uncharacterized protein YqjD	1	GDKOHJ_13760
GDKOHJ_13755	Inner membrane protein YqjE	1	GDKOHJ_13755
GDKOHJ_13750	Uncharacterized protein YqjK	1	GDKOHJ_13750
GDKOHJ_13745	Inner membrane protein YqjF	1	GDKOHJ_13745
GDKOHJ_13740	glutathionyl-hydroquinone reductase YqjG	1	GDKOHJ_13740
GDKOHJ_13735	Inner membrane protein YhaH	1	GDKOHJ_13735
GDKOHJ_13730	Inner membrane protein YhaI	1	GDKOHJ_13730
GDKOHJ_13475	DNA damage response exodeoxyribonuclease YhbQ	1	GDKOHJ_13475
GDKOHJ_13720	Pirin-like protein YhaK	1	GDKOHJ_13720
GDKOHJ_13715	Uncharacterized protein YhaL	1	GDKOHJ_13715
GDKOHJ_13710	UPF0597 protein YhaM	1	GDKOHJ_13710
GDKOHJ_13705	putative serine transporter	1	GDKOHJ_13705
GDKOHJ_13700	L-serine ammonia-lyase	1	GDKOHJ_13700
GDKOHJ_13695	enamine/imine deaminase	1	GDKOHJ_13695
GDKOHJ_13690	2-ketobutyrate formate-lyase/pyruvate formate-lyase	1	GDKOHJ_13690
GDKOHJ_13685	propionate kinase	1	GDKOHJ_13685
GDKOHJ_13680	threonine/serine transporter TdcC	1	GDKOHJ_13680
GDKOHJ_13725	DNA-binding transcriptional regulator YhaJ	1	GDKOHJ_13725
GDKOHJ_13870	protein YgjJ	1	GDKOHJ_13870
GDKOHJ_13865	alpha-glucosidase	1	GDKOHJ_13865
GDKOHJ_13850	NADPH-dependent 2,4-dienoyl-CoA reductase	1	GDKOHJ_13850
GDKOHJ_13845	type II toxin-antitoxin system antitoxin HigA	1	GDKOHJ_13845
GDKOHJ_13840	type II toxin-antitoxin system toxin HigB	1	GDKOHJ_13840
GDKOHJ_13835	23S rRNA (guanine(1835)-N(2))-methyltransferase RlmG	1	GDKOHJ_13835
GDKOHJ_13830	UTP pyrophosphatase	1	GDKOHJ_13830
GDKOHJ_13825	Uncharacterized protein YgjQ	1	GDKOHJ_13825
GDKOHJ_13770	EnvZ/OmpR regulon moderator MzrA	1	GDKOHJ_13770
GDKOHJ_13815	TerC family membrane protein Alx	1	GDKOHJ_13815
GDKOHJ_13810	serine/threonine transporter SstT	1	GDKOHJ_13810
GDKOHJ_13805	Inner membrane protein YgjV	1	GDKOHJ_13805
GDKOHJ_13800	altronate dehydratase	1	GDKOHJ_13800
GDKOHJ_13795	glucuronate isomerase	1	GDKOHJ_13795
GDKOHJ_13790	hexuronate transporter ExuT	1	GDKOHJ_13790
GDKOHJ_13785	transcriptional regulator ExuR	1	GDKOHJ_13785
GDKOHJ_13780	Protein YqiM	1	GDKOHJ_13780
GDKOHJ_13775	Inner membrane protein YqjA	1	GDKOHJ_13775
GDKOHJ_13820	Uncharacterized oxidoreductase YgjR	1	GDKOHJ_13820
GDKOHJ_13570	PTS galactosamine transporter subunit IIB	1	GDKOHJ_13570
GDKOHJ_13565	PTS system N-acetylgalactosamine-specific EIIC component 1	1	GDKOHJ_13565
GDKOHJ_13555	PTS galactosamine transporter subunit IIC	1	GDKOHJ_13555
GDKOHJ_13550	PTS galactosamine transporter subunit IID	1	GDKOHJ_13550
GDKOHJ_13545	galactosamine-6-phosphate isomerase	1	GDKOHJ_13545
GDKOHJ_13540	Uncharacterized fimbrial-like protein YraH	1	GDKOHJ_13540
GDKOHJ_13535	putative fimbrial chaperone YraI	1	GDKOHJ_13535
GDKOHJ_13530	Outer membrane usher protein YraJ	1	GDKOHJ_13530
GDKOHJ_13675	bifunctional threonine ammonia-lyase/L-serine ammonia-lyase TdcB	1	GDKOHJ_13675
GDKOHJ_13520	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	1	GDKOHJ_13520
GDKOHJ_13515	penicillin-binding protein activator LpoA	1	GDKOHJ_13515
GDKOHJ_13510	YraN family protein	1	GDKOHJ_13510
GDKOHJ_13505	DnaA initiator-associating protein DiaA	1	GDKOHJ_13505
GDKOHJ_13500	DnaA initiator-associating protein DiaA	1	GDKOHJ_13500
GDKOHJ_13495	UPF0718 protein YraQ	1	GDKOHJ_13495
GDKOHJ_13490	Putative NAD(P)-binding protein YraR	1	GDKOHJ_13490
GDKOHJ_13485	protein/nucleic acid deglycase	1	GDKOHJ_13485
GDKOHJ_13480	YhbP family protein	1	GDKOHJ_13480
GDKOHJ_13525	Uncharacterized fimbrial-like protein YraK	1	GDKOHJ_13525
GDKOHJ_13670	transcriptional regulator TdcA	1	GDKOHJ_13670
GDKOHJ_13665	Uncharacterized protein YhaB	1	GDKOHJ_13665
GDKOHJ_13660	YhaC family protein	1	GDKOHJ_13660
GDKOHJ_13650	glycerate 2-kinase	1	GDKOHJ_13650
GDKOHJ_13645	2-hydroxy-3-oxopropionate reductase	1	GDKOHJ_13645
GDKOHJ_13640	2-dehydro-3-deoxyglucarate aldolase	1	GDKOHJ_13640
GDKOHJ_13635	galactarate/glucarate/glycerate transporter GarP	1	GDKOHJ_13635
GDKOHJ_13630	galactarate dehydratase	1	GDKOHJ_13630
GDKOHJ_13575	tagatose-bisphosphate aldolase subunit KbaY	1	GDKOHJ_13575
GDKOHJ_13620	type II toxin-antitoxin system ribonuclease toxin YhaV	1	GDKOHJ_13620
GDKOHJ_13615	aga operon transcriptional regulator AgaR	1	GDKOHJ_13615
GDKOHJ_13610	tagatose-bisphosphate aldolase subunit KbaZ	1	GDKOHJ_13610
GDKOHJ_13605	PTS N-acetylgalactosamine transporter subunit IIB	1	GDKOHJ_13605
GDKOHJ_13600	PTS N-acetylgalactosamine transporter subunit IIC	1	GDKOHJ_13600
GDKOHJ_13595	PTS N-acetylgalactosamine transporter subunit IID	1	GDKOHJ_13595
GDKOHJ_13590	PTS galactosamine/N-acetylgalactosamine transporter subunit IIA	1	GDKOHJ_13590
GDKOHJ_13585	N-acetylglucosamine-6-phosphate deacetylase	1	GDKOHJ_13585
GDKOHJ_13580	D-galactosamine-6-phosphate deaminase AgaS	1	GDKOHJ_13580
GDKOHJ_13625	type II toxin-antitoxin system antitoxin PrlF	1	GDKOHJ_13625
GDKOHJ_07085	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	1	GDKOHJ_07085
GDKOHJ_07080	RNA chaperone Hfq	1	GDKOHJ_07080
GDKOHJ_07075	ribosome rescue GTPase HflX	1	GDKOHJ_07075
GDKOHJ_07070	FtsH protease activity modulator HflK	1	GDKOHJ_07070
GDKOHJ_07065	protease modulator HflC	1	GDKOHJ_07065
GDKOHJ_07060	Uncharacterized protein YjeT	1	GDKOHJ_07060
GDKOHJ_07055	adenylosuccinate synthase	1	GDKOHJ_07055
GDKOHJ_07050	nitric oxide-sensing transcriptional repressor NsrR	1	GDKOHJ_07050
GDKOHJ_16795	tRNA/rRNA methyltransferase	1	GDKOHJ_16795
GDKOHJ_07040	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	1	GDKOHJ_07040
GDKOHJ_07035	IclR-family transcriptional regulator	1	GDKOHJ_07035
GDKOHJ_07030	Dihydrodipicolinate synthase	1	GDKOHJ_07030
GDKOHJ_07025	Sugar phosphate permease	1	GDKOHJ_07025
GDKOHJ_07020	Altronate dehydratase	1	GDKOHJ_07020
GDKOHJ_07015	DUF2170 domain-containing protein	1	GDKOHJ_07015
GDKOHJ_07010	Uncharacterized protein YjfJ	1	GDKOHJ_07010
GDKOHJ_07005	Uncharacterized protein YjfK	1	GDKOHJ_07005
GDKOHJ_07000	UPF0719 inner membrane protein YjfL	1	GDKOHJ_07000
GDKOHJ_07045	ribonuclease R	1	GDKOHJ_07045
GDKOHJ_07195	quaternary ammonium compound efflux SMR transporter SugE	1	GDKOHJ_07195
GDKOHJ_07190	lipocalin Blc	1	GDKOHJ_07190
GDKOHJ_07185	cephalosporin-hydrolyzing class C beta-lactamase EC-5	1	GDKOHJ_07185
GDKOHJ_07180	fumarate reductase subunit FrdD	1	GDKOHJ_07180
GDKOHJ_07175	Fumarate reductase subunit C	1	GDKOHJ_07175
GDKOHJ_07170	fumarate reductase iron-sulfur protein	1	GDKOHJ_07170
GDKOHJ_07165	fumarate reductase (quinol) flavoprotein subunit	1	GDKOHJ_07165
GDKOHJ_07160	elongation factor P--(R)-beta-lysine ligase	1	GDKOHJ_07160
GDKOHJ_07090	DNA mismatch repair endonuclease MutL	1	GDKOHJ_07090
GDKOHJ_07150	DUF2645 domain-containing protein	1	GDKOHJ_07150
GDKOHJ_07145	miniconductance mechanosensitive channel MscM	1	GDKOHJ_07145
GDKOHJ_07140	archaetidylserine decarboxylase	1	GDKOHJ_07140
GDKOHJ_07135	small ribosomal subunit biogenesis GTPase RsgA	1	GDKOHJ_07135
GDKOHJ_07130	oligoribonuclease	1	GDKOHJ_07130
GDKOHJ_07110	tRNA epoxyqueuosine(34) reductase QueG	1	GDKOHJ_07110
GDKOHJ_07105	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	1	GDKOHJ_07105
GDKOHJ_07100	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	1	GDKOHJ_07100
GDKOHJ_07095	N-acetylmuramoyl-L-alanine amidase AmiB	1	GDKOHJ_07095
GDKOHJ_07155	glutamate/gamma-aminobutyrate family transporter YjeM	1	GDKOHJ_07155
GDKOHJ_25475	two-component system response regulator PhoP	1	GDKOHJ_25475
GDKOHJ_25470	adenylosuccinate lyase	1	GDKOHJ_25470
GDKOHJ_25465	high frequency lysogenization protein HflD	1	GDKOHJ_25465
GDKOHJ_25460	tRNA 2-thiouridine(34) synthase MnmA	1	GDKOHJ_25460
GDKOHJ_25455	phosphatase NudJ	1	GDKOHJ_25455
GDKOHJ_25450	23S rRNA pseudouridine(2457) synthase RluE	1	GDKOHJ_25450
GDKOHJ_25440	AAA+ ATPase domain-containing protein	1	GDKOHJ_25440
GDKOHJ_25435	Endonuclease	1	GDKOHJ_25435
GDKOHJ_06995	Uncharacterized protein YjfM	1	GDKOHJ_06995
GDKOHJ_25425	E14 prophage putative integrase	1	GDKOHJ_25425
GDKOHJ_25405	IS110 family ISEc21 transposase	1	GDKOHJ_25405
GDKOHJ_25400	IS3 family transposase	1	GDKOHJ_25400
GDKOHJ_25395	Phage replication protein O domain protein	1	GDKOHJ_25395
GDKOHJ_25390	Origin specific replication initiation factor	1	GDKOHJ_25390
GDKOHJ_25385	Replication protein P	1	GDKOHJ_25385
GDKOHJ_25380	Big-1 domain-containing protein	1	GDKOHJ_25380
GDKOHJ_25375	Alpha/beta hydrolase fold domain-containing protein	1	GDKOHJ_25375
GDKOHJ_25370	DNA base-flipping protein YbcN	1	GDKOHJ_25370
GDKOHJ_25430	Prophage lambda integrase	1	GDKOHJ_25430
GDKOHJ_06990	Putative acid--amine ligase YjfC	1	GDKOHJ_06990
GDKOHJ_06985	isovaleryl-CoA dehydrogenase	1	GDKOHJ_06985
GDKOHJ_06980	protease activator YjfN	1	GDKOHJ_06980
GDKOHJ_06975	biofilm peroxide resistance protein BsmA	1	GDKOHJ_06975
GDKOHJ_06970	esterase	1	GDKOHJ_06970
GDKOHJ_06965	HTH-type transcriptional regulator UlaR	1	GDKOHJ_06965
GDKOHJ_06960	L-ascorbate 6-phosphate lactonase	1	GDKOHJ_06960
GDKOHJ_06955	PTS ascorbate transporter subunit IIC	1	GDKOHJ_06955
GDKOHJ_25480	two-component system sensor histidine kinase PhoQ	1	GDKOHJ_25480
GDKOHJ_25590	DUF977 domain-containing protein	1	GDKOHJ_25590
GDKOHJ_25585	Phage replisome organizer	1	GDKOHJ_25585
GDKOHJ_25575	DNA-binding transcriptional regulator DicC	1	GDKOHJ_25575
GDKOHJ_25570	Repressor	1	GDKOHJ_25570
GDKOHJ_25505	Tail fiber assembly protein	1	GDKOHJ_25505
GDKOHJ_10365	carbohydrate-specific porin BglH	1	GDKOHJ_10365
GDKOHJ_25495	spermidine/putrescine ABC transporter ATP-binding protein PotA	1	GDKOHJ_25495
GDKOHJ_25490	peptidase T	1	GDKOHJ_25490
GDKOHJ_25485	[50S ribosomal protein L16]-arginine 3-hydroxylase	1	GDKOHJ_25485
GDKOHJ_25595	hypothetical protein	1	GDKOHJ_25595
GDKOHJ_16665	Leader peptide of chorismate mutase-P-prephenate dehydratase	1	GDKOHJ_16665
GDKOHJ_16660	bifunctional chorismate mutase/prephenate dehydratase	1	GDKOHJ_16660
GDKOHJ_16655	bifunctional chorismate mutase/prephenate dehydrogenase	1	GDKOHJ_16655
GDKOHJ_16650	3-deoxy-7-phosphoheptulonate synthase AroF	1	GDKOHJ_16650
GDKOHJ_16645	DUF2799 domain-containing protein	1	GDKOHJ_16645
GDKOHJ_16640	Protein YfiR	1	GDKOHJ_16640
GDKOHJ_16635	diguanylate cyclase DgcN	1	GDKOHJ_16635
GDKOHJ_07470	hypothetical protein	1	GDKOHJ_07470
GDKOHJ_07200	lipoprotein toxin entericidin B	1	GDKOHJ_07200
GDKOHJ_07460	Maturase	1	GDKOHJ_07460
GDKOHJ_07455	Permease	1	GDKOHJ_07455
GDKOHJ_07450	Pyruvate-formate lyase-activating enzyme	1	GDKOHJ_07450
GDKOHJ_07445	Pyruvate-formate lyase	1	GDKOHJ_07445
GDKOHJ_07440	Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids)	1	GDKOHJ_07440
GDKOHJ_07435	BMC circularly permuted domain-containing protein	1	GDKOHJ_07435
GDKOHJ_07430	Aldehyde dehydrogenase EutE	1	GDKOHJ_07430
GDKOHJ_07425	propanediol utilization microcompartment protein PduB	1	GDKOHJ_07425
GDKOHJ_07420	propanediol utilization microcompartment protein PduA	1	GDKOHJ_07420
GDKOHJ_07465	Maturase	1	GDKOHJ_07465
GDKOHJ_16790	thioredoxin TrxC	1	GDKOHJ_16790
GDKOHJ_16785	tRNA-uridine aminocarboxypropyltransferase	1	GDKOHJ_16785
GDKOHJ_16780	protein lysine acetyltransferase	1	GDKOHJ_16780
GDKOHJ_16775	Protein PssL	1	GDKOHJ_16775
GDKOHJ_16770	CDP-diacylglycerol--serine O-phosphatidyltransferase	1	GDKOHJ_16770
GDKOHJ_16765	YfiM family lipoprotein	1	GDKOHJ_16765
GDKOHJ_16760	Alpha-ketoglutarate permease	1	GDKOHJ_16760
GDKOHJ_16755	Transposase	1	GDKOHJ_16755
GDKOHJ_16670	ribosome-associated translation inhibitor RaiA	1	GDKOHJ_16670
GDKOHJ_16745	Transposase IS110-like N-terminal domain-containing protein	1	GDKOHJ_16745
GDKOHJ_16740	IS3 family IS1397 transposase	1	GDKOHJ_16740
GDKOHJ_16735	IS3 family IS1397 transposase ORF A	1	GDKOHJ_16735
GDKOHJ_16730	Helix-turn-helix domain-containing protein	1	GDKOHJ_16730
GDKOHJ_16700	ATP-dependent chaperone ClpB	1	GDKOHJ_16700
GDKOHJ_16690	purine nucleoside phosphorylase YfiH	1	GDKOHJ_16690
GDKOHJ_16685	23S rRNA pseudouridine(1911/1915/1917) synthase RluD	1	GDKOHJ_16685
GDKOHJ_16680	outer membrane protein assembly factor BamD	1	GDKOHJ_16680
GDKOHJ_16675	Leader peptide	1	GDKOHJ_16675
GDKOHJ_16750	Transposase	1	GDKOHJ_16750
GDKOHJ_07305	IS1 family transposase ORF A	1	GDKOHJ_07305
GDKOHJ_07300	Amino acid permease	1	GDKOHJ_07300
GDKOHJ_07295	Arginine decarboxylase	1	GDKOHJ_07295
GDKOHJ_07290	Amino acid antiporter	1	GDKOHJ_07290
GDKOHJ_07270	transcriptional regulator	1	GDKOHJ_07270
GDKOHJ_07265	protein-disulfide reductase DsbD	1	GDKOHJ_07265
GDKOHJ_07260	divalent cation tolerance protein CutA	1	GDKOHJ_07260
GDKOHJ_07255	anaerobic C4-dicarboxylate transporter DcuA	1	GDKOHJ_07255
GDKOHJ_07415	propionate kinase	1	GDKOHJ_07415
GDKOHJ_07245	UPF0716 protein FxsA	1	GDKOHJ_07245
GDKOHJ_07240	L-methionine/branched-chain amino acid transporter	1	GDKOHJ_07240
GDKOHJ_07235	Co-chaperonin GroES	1	GDKOHJ_07235
GDKOHJ_07230	chaperonin GroEL	1	GDKOHJ_07230
GDKOHJ_07225	Uncharacterized protein YjeI	1	GDKOHJ_07225
GDKOHJ_07220	Uncharacterized protein YjeJ	1	GDKOHJ_07220
GDKOHJ_07215	EF-P beta-lysylation protein EpmB	1	GDKOHJ_07215
GDKOHJ_07210	Elongation factor P	1	GDKOHJ_07210
GDKOHJ_07205	lipoprotein antitoxin entericidin A	1	GDKOHJ_07205
GDKOHJ_07250	aspartate ammonia-lyase	1	GDKOHJ_07250
GDKOHJ_07410	Heme-binding protein	1	GDKOHJ_07410
GDKOHJ_07405	Carboxysome shell and ethanolamine utilization microcompartment protein CcmK/EutM	1	GDKOHJ_07405
GDKOHJ_07400	Ethanolamine utilization protein	1	GDKOHJ_07400
GDKOHJ_07395	ethanolamine utilization protein EutJ	1	GDKOHJ_07395
GDKOHJ_07390	Propanediol utilization protein	1	GDKOHJ_07390
GDKOHJ_07385	Alcohol dehydrogenase	1	GDKOHJ_07385
GDKOHJ_07380	DNA-binding protein	1	GDKOHJ_07380
GDKOHJ_07375	hypothetical protein	1	GDKOHJ_07375
GDKOHJ_07370	Hemolysin activator protein	1	GDKOHJ_07370
GDKOHJ_07310	Alcohol dehydrogenase	1	GDKOHJ_07310
GDKOHJ_07360	Ribonucleases G and E	1	GDKOHJ_07360
GDKOHJ_07355	KAP NTPase domain-containing protein	1	GDKOHJ_07355
GDKOHJ_07350	Phycobilisome protein	1	GDKOHJ_07350
GDKOHJ_07345	Qat anti-phage system QueC-like protein QatC	1	GDKOHJ_07345
GDKOHJ_07340	Qat anti-phage system TatD family nuclease QatD	1	GDKOHJ_07340
GDKOHJ_07335	SMODS and SLOG-associating 2TM effector domain-containing protein	1	GDKOHJ_07335
GDKOHJ_07330	Adenylyl/Guanylyl and SMODS C-terminal sensor domain-containing protein	1	GDKOHJ_07330
GDKOHJ_07325	Transposase	1	GDKOHJ_07325
GDKOHJ_07320	IS3 family transposase	1	GDKOHJ_07320
GDKOHJ_07365	ImpA C-terminal domain-containing protein	1	GDKOHJ_07365
GDKOHJ_14420	AMP-binding protein	1	GDKOHJ_14420
GDKOHJ_14415	Nucleoside-diphosphate-sugar epimerase	1	GDKOHJ_14415
GDKOHJ_14410	Acyl carrier protein	1	GDKOHJ_14410
GDKOHJ_14405	8-amino-7-oxononanoate synthase	1	GDKOHJ_14405
GDKOHJ_14400	LPS export ABC transporter permease LptG	1	GDKOHJ_14400
GDKOHJ_14395	LPS export ABC transporter permease LptF	1	GDKOHJ_14395
GDKOHJ_14390	putative transcriptional regulator YtfJ	1	GDKOHJ_14390
GDKOHJ_14385	Ybl138	1	GDKOHJ_14385
GDKOHJ_05165	dephospho-CoA kinase	1	GDKOHJ_05165
GDKOHJ_14375	Uncharacterized ATP-binding protein YghR	1	GDKOHJ_14375
GDKOHJ_14370	Uncharacterized ATP-binding protein YghS	1	GDKOHJ_14370
GDKOHJ_14365	Uncharacterized ATP-binding protein YghT	1	GDKOHJ_14365
GDKOHJ_14360	inorganic phosphate transporter PitB	1	GDKOHJ_14360
GDKOHJ_14355	bifunctional glutathionylspermidine amidase/synthase	1	GDKOHJ_14355
GDKOHJ_14350	glutathione-dependent disulfide-bond oxidoreductase	1	GDKOHJ_14350
GDKOHJ_14345	hydrogenase maturation factor HybG	1	GDKOHJ_14345
GDKOHJ_14340	hydrogenase maturation nickel metallochaperone HypA	1	GDKOHJ_14340
GDKOHJ_14380	Inner membrane protein YghQ	1	GDKOHJ_14380
GDKOHJ_17200	Uncharacterized protein YfgG	1	GDKOHJ_17200
